date,nav_per_unit,short_name
17-02-16,11308.15,SSISCA
24-02-16,11547.37,SSISCA
29-02-16,11536.24,SSISCA
02-03-16,11788.34,SSISCA
09-03-16,11818.87,SSISCA
16-03-16,12111.75,SSISCA
23-03-16,12114.76,SSISCA
30-03-16,12184.91,SSISCA
31-03-16,12018.42,SSISCA
06-04-16,12027.94,SSISCA
13-04-16,12187.42,SSISCA
20-04-16,11944.25,SSISCA
27-04-16,12161.08,SSISCA
04-05-16,12422.62,SSISCA
11-05-16,12484.32,SSISCA
18-05-16,12518.24,SSISCA
25-05-16,12518.0,SSISCA
31-05-16,12594.62,SSISCA
01-06-16,12620.18,SSISCA
08-06-16,12800.92,SSISCA
15-06-16,12930.54,SSISCA
22-06-16,13340.49,SSISCA
29-06-16,13262.11,SSISCA
30-06-16,13276.24,SSISCA
06-07-16,13657.38,SSISCA
13-07-16,13772.58,SSISCA
20-07-16,13479.27,SSISCA
27-07-16,13492.85,SSISCA
03-08-16,13039.46,SSISCA
10-08-16,13506.62,SSISCA
17-08-16,14209.27,SSISCA
24-08-16,14158.34,SSISCA
31-08-16,14486.03,SSISCA
07-09-16,14481.66,SSISCA
14-09-16,14412.25,SSISCA
21-09-16,14635.01,SSISCA
28-09-16,14974.76,SSISCA
30-09-16,14889.47,SSISCA
05-10-16,14741.32,SSISCA
12-10-16,14380.23,SSISCA
19-10-16,14529.12,SSISCA
26-10-16,14144.94,SSISCA
31-10-16,14356.93,SSISCA
02-11-16,14195.25,SSISCA
09-11-16,14230.37,SSISCA
16-11-16,14329.94,SSISCA
23-11-16,14188.82,SSISCA
30-11-16,14151.26,SSISCA
07-12-16,13911.83,SSISCA
14-12-16,13982.87,SSISCA
22-12-16,14187.53,SSISCA
28-12-16,14234.09,SSISCA
31-12-16,14338.97,SSISCA
04-01-17,14412.31,SSISCA
11-01-17,14527.86,SSISCA
18-01-17,14240.04,SSISCA
25-01-17,14547.21,SSISCA
31-01-17,14541.96,SSISCA
01-02-17,14541.06,SSISCA
08-02-17,14845.43,SSISCA
15-02-17,15055.73,SSISCA
22-02-17,14862.28,SSISCA
28-02-17,14740.81,SSISCA
01-03-17,14757.08,SSISCA
08-03-17,15000.05,SSISCA
15-03-17,14980.59,SSISCA
22-03-17,15103.62,SSISCA
29-03-17,15371.97,SSISCA
31-03-17,15565.07,SSISCA
05-04-17,15577.58,SSISCA
12-04-17,15555.02,SSISCA
19-04-17,15297.63,SSISCA
26-04-17,15170.07,SSISCA
30-04-17,15379.82,SSISCA
03-05-17,15474.55,SSISCA
10-05-17,15726.55,SSISCA
17-05-17,15890.01,SSISCA
24-05-17,16318.28,SSISCA
31-05-17,16517.97,SSISCA
07-06-17,16946.34,SSISCA
14-06-17,16870.0,SSISCA
21-06-17,17451.13,SSISCA
28-06-17,17417.66,SSISCA
30-06-17,17500.46,SSISCA
05-07-17,17556.75,SSISCA
12-07-17,17433.57,SSISCA
19-07-17,16921.49,SSISCA
26-07-17,17117.66,SSISCA
31-07-17,17292.58,SSISCA
10-08-17,17091.74,SSISCA
17-08-17,17410.94,SSISCA
24-08-17,17217.47,SSISCA
30-08-17,17514.23,SSISCA
31-08-17,17579.39,SSISCA
06-09-17,17604.19,SSISCA
13-09-17,17680.87,SSISCA
20-09-17,17763.26,SSISCA
27-09-17,17727.4,SSISCA
30-09-17,17810.51,SSISCA
05-10-17,17843.04,SSISCA
12-10-17,17951.3,SSISCA
19-10-17,17917.62,SSISCA
26-10-17,17623.87,SSISCA
31-10-17,17525.55,SSISCA
01-11-17,17392.17,SSISCA
08-11-17,17697.07,SSISCA
15-11-17,18087.02,SSISCA
22-11-17,18392.91,SSISCA
29-11-17,18779.97,SSISCA
30-11-17,18963.66,SSISCA
06-12-17,19077.49,SSISCA
13-12-17,18436.85,SSISCA
20-12-17,19288.14,SSISCA
27-12-17,19551.75,SSISCA
31-12-17,19818.75,SSISCA
03-01-18,20191.49,SSISCA
10-01-18,20897.45,SSISCA
17-01-18,20737.88,SSISCA
24-01-18,21760.64,SSISCA
31-01-18,21885.35,SSISCA
07-02-18,20703.68,SSISCA
09-02-18,20412.59,SSISCA
21-02-18,21416.22,SSISCA
28-02-18,22198.66,SSISCA
07-03-18,21851.65,SSISCA
14-03-18,22040.55,SSISCA
21-03-18,22419.05,SSISCA
28-03-18,21870.09,SSISCA
31-03-18,22091.93,SSISCA
04-04-18,22184.49,SSISCA
11-04-18,21823.82,SSISCA
18-04-18,21289.72,SSISCA
25-04-18,20093.61,SSISCA
30-04-18,19706.88,SSISCA
02-05-18,19465.11,SSISCA
09-05-18,20102.75,SSISCA
16-05-18,19964.08,SSISCA
23-05-18,19189.88,SSISCA
30-05-18,18438.57,SSISCA
31-05-18,19003.24,SSISCA
06-06-18,20392.44,SSISCA
13-06-18,20175.04,SSISCA
20-06-18,19101.99,SSISCA
27-06-18,18899.76,SSISCA
30-06-18,18334.83,SSISCA
04-07-18,17263.81,SSISCA
09-07-18,17022.78,SSISCA
11-07-18,16517.1,SSISCA
16-07-18,17042.02,SSISCA
18-07-18,17737.97,SSISCA
23-07-18,17672.75,SSISCA
25-07-18,17337.44,SSISCA
30-07-18,17982.74,SSISCA
31-07-18,18070.24,SSISCA
01-08-18,17974.78,SSISCA
06-08-18,17853.72,SSISCA
08-08-18,18003.42,SSISCA
13-08-18,18418.9,SSISCA
15-08-18,18187.43,SSISCA
20-08-18,18296.68,SSISCA
22-08-18,18508.18,SSISCA
27-08-18,18726.37,SSISCA
29-08-18,18784.68,SSISCA
31-08-18,18827.97,SSISCA
03-09-18,18826.06,SSISCA
05-09-18,18390.81,SSISCA
10-09-18,18566.73,SSISCA
12-09-18,18768.02,SSISCA
17-09-18,18826.48,SSISCA
19-09-18,19061.09,SSISCA
24-09-18,19487.97,SSISCA
26-09-18,19498.3,SSISCA
30-09-18,19637.89,SSISCA
01-10-18,19543.35,SSISCA
03-10-18,19443.14,SSISCA
08-10-18,19476.46,SSISCA
10-10-18,19422.19,SSISCA
15-10-18,18699.53,SSISCA
17-10-18,18972.52,SSISCA
22-10-18,18583.49,SSISCA
24-10-18,18013.37,SSISCA
29-10-18,17538.71,SSISCA
31-10-18,18048.39,SSISCA
05-11-18,18166.37,SSISCA
07-11-18,18010.23,SSISCA
12-11-18,17773.38,SSISCA
14-11-18,17560.58,SSISCA
19-11-18,17777.75,SSISCA
21-11-18,17950.9,SSISCA
26-11-18,17696.87,SSISCA
28-11-18,17809.83,SSISCA
30-11-18,17703.32,SSISCA
03-12-18,18158.17,SSISCA
05-12-18,18139.68,SSISCA
10-12-18,17953.06,SSISCA
12-12-18,18054.19,SSISCA
17-12-18,17659.38,SSISCA
18-12-18,17659.38,SSISCA
19-12-18,17324.83,SSISCA
25-12-18,17344.95,SSISCA
27-12-18,17138.77,SSISCA
02-01-19,17427.63,SSISCA
03-01-19,17262.04,SSISCA
04-01-19,16896.37,SSISCA
07-01-19,16940.54,SSISCA
08-01-19,17012.85,SSISCA
09-01-19,16963.16,SSISCA
10-01-19,17176.41,SSISCA
11-01-19,17159.62,SSISCA
14-01-19,17193.84,SSISCA
15-01-19,17162.41,SSISCA
16-01-19,17284.4,SSISCA
17-01-19,17188.01,SSISCA
18-01-19,17076.28,SSISCA
21-01-19,17105.6,SSISCA
22-01-19,17311.0,SSISCA
23-01-19,17215.94,SSISCA
24-01-19,17225.95,SSISCA
25-01-19,17206.16,SSISCA
28-01-19,17162.19,SSISCA
29-01-19,17233.88,SSISCA
30-01-19,17321.85,SSISCA
31-01-19,17271.85,SSISCA
01-02-19,17253.26,SSISCA
11-02-19,17257.92,SSISCA
12-02-19,17587.87,SSISCA
13-02-19,17673.7,SSISCA
14-02-19,17853.89,SSISCA
15-02-19,17852.19,SSISCA
18-02-19,17907.56,SSISCA
19-02-19,18076.6,SSISCA
20-02-19,18042.07,SSISCA
21-02-19,18115.62,SSISCA
22-02-19,18167.51,SSISCA
25-02-19,18212.04,SSISCA
26-02-19,18370.07,SSISCA
27-02-19,18363.31,SSISCA
28-02-19,18401.06,SSISCA
01-03-19,18162.31,SSISCA
04-03-19,18383.33,SSISCA
05-03-19,18587.42,SSISCA
06-03-19,18452.41,SSISCA
07-03-19,18499.48,SSISCA
08-03-19,18383.48,SSISCA
11-03-19,18367.11,SSISCA
12-03-19,18391.04,SSISCA
13-03-19,18573.0,SSISCA
14-03-19,18659.94,SSISCA
15-03-19,18702.81,SSISCA
18-03-19,18522.26,SSISCA
19-03-19,18610.27,SSISCA
20-03-19,18552.04,SSISCA
21-03-19,18555.34,SSISCA
22-03-19,18374.02,SSISCA
25-03-19,18381.95,SSISCA
26-03-19,17984.23,SSISCA
27-03-19,18009.59,SSISCA
28-03-19,18185.69,SSISCA
29-03-19,18313.68,SSISCA
01-04-19,18282.21,SSISCA
02-04-19,18243.74,SSISCA
03-04-19,18254.73,SSISCA
04-04-19,18299.57,SSISCA
05-04-19,18373.2,SSISCA
08-04-19,18415.59,SSISCA
09-04-19,18490.65,SSISCA
10-04-19,18274.75,SSISCA
11-04-19,18082.87,SSISCA
12-04-19,18091.98,SSISCA
16-04-19,18198.42,SSISCA
17-04-19,18045.19,SSISCA
18-04-19,17987.49,SSISCA
19-04-19,17862.02,SSISCA
22-04-19,17938.61,SSISCA
23-04-19,17817.58,SSISCA
24-04-19,17841.33,SSISCA
25-04-19,18079.21,SSISCA
26-04-19,18042.91,SSISCA
02-05-19,18186.49,SSISCA
03-05-19,18214.81,SSISCA
06-05-19,18174.48,SSISCA
07-05-19,17874.57,SSISCA
08-05-19,17855.1,SSISCA
09-05-19,17739.43,SSISCA
10-05-19,17654.08,SSISCA
13-05-19,17708.91,SSISCA
14-05-19,17737.35,SSISCA
15-05-19,17791.68,SSISCA
16-05-19,17905.04,SSISCA
17-05-19,17867.84,SSISCA
20-05-19,17830.13,SSISCA
21-05-19,18032.55,SSISCA
22-05-19,18051.58,SSISCA
23-05-19,18037.93,SSISCA
24-05-19,18126.71,SSISCA
27-05-19,17977.61,SSISCA
28-05-19,17935.16,SSISCA
29-05-19,17924.05,SSISCA
30-05-19,17826.95,SSISCA
31-05-19,17829.61,SSISCA
03-06-19,17645.17,SSISCA
04-06-19,17344.46,SSISCA
05-06-19,17342.64,SSISCA
06-06-19,17375.75,SSISCA
07-06-19,17310.03,SSISCA
10-06-19,17592.31,SSISCA
11-06-19,17609.73,SSISCA
12-06-19,17631.76,SSISCA
13-06-19,17558.66,SSISCA
14-06-19,17505.28,SSISCA
17-06-19,17467.45,SSISCA
18-06-19,17315.7,SSISCA
19-06-19,17348.67,SSISCA
20-06-19,17495.19,SSISCA
21-06-19,17686.27,SSISCA
24-06-19,17669.99,SSISCA
25-06-19,17603.06,SSISCA
26-06-19,17608.84,SSISCA
27-06-19,17660.25,SSISCA
28-06-19,17467.87,SSISCA
01-07-19,17795.28,SSISCA
02-07-19,17743.75,SSISCA
03-07-19,17737.52,SSISCA
04-07-19,17702.68,SSISCA
05-07-19,17853.67,SSISCA
08-07-19,17816.73,SSISCA
09-07-19,17655.28,SSISCA
10-07-19,17744.38,SSISCA
11-07-19,17777.99,SSISCA
12-07-19,17870.31,SSISCA
15-07-19,17925.6,SSISCA
16-07-19,18023.97,SSISCA
17-07-19,18114.3,SSISCA
18-07-19,18084.55,SSISCA
19-07-19,18139.16,SSISCA
22-07-19,18216.66,SSISCA
23-07-19,18213.67,SSISCA
24-07-19,18464.71,SSISCA
25-07-19,18422.9,SSISCA
26-07-19,18481.72,SSISCA
29-07-19,18404.25,SSISCA
30-07-19,18289.81,SSISCA
31-07-19,18020.42,SSISCA
01-08-19,18271.16,SSISCA
02-08-19,18372.63,SSISCA
05-08-19,18382.43,SSISCA
06-08-19,18364.14,SSISCA
07-08-19,18186.06,SSISCA
08-08-19,18348.04,SSISCA
09-08-19,18577.47,SSISCA
12-08-19,18704.34,SSISCA
13-08-19,18724.72,SSISCA
14-08-19,18738.69,SSISCA
15-08-19,18786.87,SSISCA
16-08-19,18882.94,SSISCA
19-08-19,18901.86,SSISCA
20-08-19,18908.24,SSISCA
21-08-19,18984.58,SSISCA
22-08-19,19021.67,SSISCA
23-08-19,18951.43,SSISCA
26-08-19,18943.11,SSISCA
27-08-19,18884.42,SSISCA
28-08-19,18826.32,SSISCA
29-08-19,18747.4,SSISCA
30-08-19,18776.4,SSISCA
31-08-19,18857.7,SSISCA
03-09-19,18855.43,SSISCA
04-09-19,18678.95,SSISCA
05-09-19,18622.58,SSISCA
06-09-19,18550.43,SSISCA
09-09-19,18557.33,SSISCA
10-09-19,18475.03,SSISCA
11-09-19,18387.65,SSISCA
12-09-19,18507.48,SSISCA
13-09-19,18777.2,SSISCA
16-09-19,19020.23,SSISCA
17-09-19,19060.19,SSISCA
18-09-19,19082.26,SSISCA
19-09-19,19038.03,SSISCA
20-09-19,19176.77,SSISCA
23-09-19,19187.12,SSISCA
24-09-19,18984.82,SSISCA
25-09-19,18972.39,SSISCA
26-09-19,19118.0,SSISCA
27-09-19,19262.07,SSISCA
30-09-19,19355.12,SSISCA
01-10-19,19277.1,SSISCA
02-10-19,19349.91,SSISCA
03-10-19,19212.71,SSISCA
04-10-19,19198.36,SSISCA
07-10-19,19066.58,SSISCA
08-10-19,18862.16,SSISCA
09-10-19,19016.93,SSISCA
10-10-19,19074.32,SSISCA
11-10-19,19056.64,SSISCA
14-10-19,19059.74,SSISCA
15-10-19,19141.15,SSISCA
16-10-19,19160.32,SSISCA
17-10-19,19089.22,SSISCA
18-10-19,18995.53,SSISCA
21-10-19,18966.22,SSISCA
22-10-19,18786.62,SSISCA
23-10-19,18855.09,SSISCA
24-10-19,18851.7,SSISCA
25-10-19,19084.75,SSISCA
28-10-19,19066.24,SSISCA
29-10-19,19084.07,SSISCA
30-10-19,19065.29,SSISCA
31-10-19,19045.11,SSISCA
01-11-19,18993.06,SSISCA
04-11-19,19068.14,SSISCA
05-11-19,19181.96,SSISCA
06-11-19,19169.82,SSISCA
07-11-19,19183.28,SSISCA
08-11-19,19273.13,SSISCA
11-11-19,19242.39,SSISCA
12-11-19,19196.19,SSISCA
13-11-19,19243.59,SSISCA
14-11-19,19191.14,SSISCA
15-11-19,18982.19,SSISCA
18-11-19,19037.85,SSISCA
19-11-19,18914.69,SSISCA
20-11-19,19042.81,SSISCA
21-11-19,18903.16,SSISCA
22-11-19,18725.62,SSISCA
25-11-19,18508.74,SSISCA
26-11-19,18473.99,SSISCA
27-11-19,18569.76,SSISCA
28-11-19,18534.33,SSISCA
29-11-19,18315.07,SSISCA
30-11-19,18386.12,SSISCA
02-12-19,18385.03,SSISCA
03-12-19,18128.93,SSISCA
04-12-19,18166.46,SSISCA
05-12-19,18431.46,SSISCA
06-12-19,18268.02,SSISCA
09-12-19,18346.31,SSISCA
10-12-19,18308.26,SSISCA
11-12-19,18275.76,SSISCA
12-12-19,18379.9,SSISCA
13-12-19,18388.95,SSISCA
16-12-19,18323.06,SSISCA
17-12-19,18267.96,SSISCA
18-12-19,18104.88,SSISCA
19-12-19,17942.75,SSISCA
20-12-19,18015.88,SSISCA
23-12-19,17979.05,SSISCA
24-12-19,17928.58,SSISCA
25-12-19,17933.92,SSISCA
26-12-19,18080.2,SSISCA
27-12-19,18030.16,SSISCA
30-12-19,18108.55,SSISCA
31-12-19,18179.58,SSISCA
31-12-19,18109.47,SSISCA
02-01-20,18108.4,SSISCA
03-01-20,18299.64,SSISCA
05-01-20,21756.12,SSISCA
06-01-20,21956.99,SSISCA
07-01-20,18107.33,SSISCA
08-01-20,18168.74,SSISCA
09-01-20,17827.28,SSISCA
10-01-20,18059.69,SSISCA
13-01-20,18119.8,SSISCA
14-01-20,18116.66,SSISCA
15-01-20,18180.95,SSISCA
16-01-20,18129.72,SSISCA
17-01-20,18290.52,SSISCA
20-01-20,18258.43,SSISCA
21-01-20,18357.19,SSISCA
22-01-20,18466.68,SSISCA
30-01-20,18570.15,SSISCA
31-01-20,17588.95,SSISCA
31-01-20,18058.17,SSISCA
03-02-20,17586.83,SSISCA
04-02-20,17235.76,SSISCA
05-02-20,17178.36,SSISCA
06-02-20,17198.42,SSISCA
07-02-20,17549.09,SSISCA
10-02-20,17520.22,SSISCA
11-02-20,17386.37,SSISCA
12-02-20,17506.03,SSISCA
13-02-20,17800.88,SSISCA
14-02-20,17786.28,SSISCA
17-02-20,17822.54,SSISCA
18-02-20,17795.36,SSISCA
19-02-20,17905.44,SSISCA
20-02-20,17993.13,SSISCA
21-02-20,18074.62,SSISCA
24-02-20,17963.0,SSISCA
25-02-20,17396.56,SSISCA
26-02-20,17516.0,SSISCA
27-02-20,17394.79,SSISCA
28-02-20,17561.57,SSISCA
29-02-20,17419.42,SSISCA
02-03-20,17418.38,SSISCA
03-03-20,17454.64,SSISCA
04-03-20,17539.47,SSISCA
05-03-20,17538.63,SSISCA
06-03-20,17540.53,SSISCA
09-03-20,17470.0,SSISCA
10-03-20,16316.39,SSISCA
11-03-20,16469.48,SSISCA
12-03-20,15935.03,SSISCA
13-03-20,15021.59,SSISCA
16-03-20,14828.09,SSISCA
17-03-20,14553.95,SSISCA
18-03-20,14747.7,SSISCA
19-03-20,14851.19,SSISCA
20-03-20,14502.57,SSISCA
23-03-20,14446.98,SSISCA
24-03-20,13411.89,SSISCA
25-03-20,13293.71,SSISCA
26-03-20,13857.37,SSISCA
27-03-20,13405.77,SSISCA
30-03-20,13111.98,SSISCA
31-03-20,12593.19,SSISCA
31-03-20,12610.33,SSISCA
01-04-20,12593.19,SSISCA
02-04-20,12916.2,SSISCA
03-04-20,12915.37,SSISCA
06-04-20,13343.9,SSISCA
07-04-20,14046.11,SSISCA
08-04-20,14205.71,SSISCA
09-04-20,14202.97,SSISCA
10-04-20,14317.26,SSISCA
